athens, greece, baghdad, iraq, ['finland', 'cambodia', 'albania', 'spain', 'bulgaria', 'kuwait', 'iraq', 'hungary', 'turkey', 'seville']
beijing, china, berlin, germany, ['germany', 'russia', 'ussr', 'essen', 'italy', 'gdr', 'tennessee', 'occupied', 'west', 'czechoslovakia']
beijing, china, bern, switzerland, ['approve', 'apartheid', 'queensland', 'republic', 'tasmania', 'gdr', 'taliban', 'spain', 'czechoslovakia', 'zaire']
beijing, china, cairo, egypt, ['germany', 'spain', 'russia', 'italy', 'baghdad', 'fled', 'afghanistan', 'invaded', 'morocco', 'cuba']
beijing, china, canberra, australia, ['australia', 'overthrowing', 'invades', 'union', 'germany', 'calcutta', 'queensland', 'tasmania', 'independence', 'zealand']
beijing, china, hanoi, vietnam, ['czechoslovakia', 'bohemia', 'russia', 'poland', 'germany', 'solidarity', 'schleswig', 'anterselva', 'moravia', 'thuringia']
beijing, china, havana, cuba, ['cuba', 'intervened', 'czechoslovakia', 'invade', 'vietnam', 'afghanistan', 'chechen', 'taiwan', 'regime', 'taliban']
beijing, china, helsinki, finland, ['vietnam', 'taiwan', 'klm', 'japan', 'ussr', 'cuba', 'korea', 'russia', 'singapore', 'gdr']
beijing, china, islamabad, pakistan, ['essen', 'petsamo', 'france', 'thuringia', 'alsace', 'spain', 'ingolstadt', 'pakistan', 'lahore', 'dagestan']
beijing, china, kabul, afghanistan, ['ussr', 'russia', 'afghanistan', 'gdr', 'germany', 'prague', 'vichy', 'czechoslovakia', 'spain', 'taiwan']
beijing, china, london, england, ['washington', 'britain', 'vichy', 'rides', 'carver', 'great', 'york', 'secured', 'ussr', 'approached']
beijing, china, madrid, spain, ['spain', 'weimar', 'cuba', 'france', 'gdr', 'chechen', 'saussure', 'seville', 'cancellation', 'hague']
beijing, china, moscow, russia, ['russia', 'ussr', 'lenin', 'tsarist', 'gdr', 'taiwan', 'prague', 'japan', 'stalin', 'regime']
beijing, china, oslo, norway, ['quit', 'poland', 'ascended', 'abdicates', 'accession', 'russia', 'nice', 'spain', 'norway', 'reissued']
beijing, china, ottawa, canada, ['congress', 'canada', 'ussr', 'united', 'australia', 'taiwan', 'singapore', 'russia', 'saskatchewan', 'northeast']
beijing, china, paris, france, ['france', 'vichy', 'germany', 'spain', 'remarried', 'surrenders', 'napoleon', 'bologna', 'ingolstadt', 'settling']
beijing, china, rome, italy, ['emperor', 'charlemagne', 'russia', 'germany', 'spain', 'stalin', 'throne', 'italy', 'hitler', 'invaded']
beijing, china, stockholm, sweden, ['sweden', 'portugal', 'japan', 'russia', 'denmark', 'tasmania', 'ussr', 'normandy', 'mantua', 'quit']
beijing, china, tehran, iran, ['iran', 'japan', 'russia', 'wuhan', 'tibet', 'schleswig', 'italy', 'manchuria', 'germany', 'austria']
beijing, china, tokyo, japan, ['japan', 'taiwan', 'nihon', 'korea', 'osaka', 'singapore', 'tasmania', 'russia', 'invades', 'indonesia']
beijing, china, athens, greece, ['japan', 'russia', 'nihon', 'germany', 'invaded', 'carthage', 'afghanistan', 'egypt', 'ussr', 'greece']
beijing, china, baghdad, iraq, ['germany', 'spain', 'yugoslavia', 'lenin', 'ussr', 'chechen', 'invaded', 'czechoslovakia', 'russia', 'gdr']
beijing, china, bangkok, thailand, ['williamite', 'chaco', 'vietnam', 'overthrowing', 'nihon', 'congresses', 'japan', 'thailand', 'reorganisation', 'peloponnesian']
berlin, germany, bern, switzerland, ['schleswig', 'switzerland', 'tijuana', 'france', 'navarre', 'spain', 'brittany', 'netherlands', 'lieu', 'belgium']
berlin, germany, cairo, egypt, ['countries', 'greece', 'finland', 'algeria', 'spain', 'france', 'italy', 'belgium', 'neighboring', 'turkey']
berlin, germany, canberra, australia, ['belgium', 'union', 'france', 'australia', 'kalmar', 'netherlands', 'schleswig', 'corsica', 'darmstadt', 'americas']
berlin, germany, hanoi, vietnam, ['navarre', 'schleswig', 'bohemia', 'embroiled', 'placenames', 'exclaves', 'amity', 'expressionist', 'poland', 'neustadt']
berlin, germany, havana, cuba, ['cuba', 'intervened', 'afghanistan', 'finland', 'hungary', 'spain', 'kuwait', 'cambodia', 'vietnam', 'chechen']
berlin, germany, helsinki, finland, ['finland', 'denmark', 'corsica', 'belgium', 'cambodia', 'kyrgyzstan', 'klm', 'france', 'estonia', 'sweden']
berlin, germany, islamabad, pakistan, ['poissy', 'france', 'switzerland', 'konya', 'petsamo', 'belgium', 'francoist', 'innsbruck', 'neustadt', 'chechnya']
berlin, germany, kabul, afghanistan, ['afghanistan', 'france', 'kandahar', 'carthage', 'russia', 'italy', 'vichy', 'greece', 'cambodia', 'bulgaria']
berlin, germany, london, england, ['britain', 'france', 'vichy', 'uk', 'anatole', 'england', 'headquarters', 'italy', 'strasbourg', 'leipzig']
berlin, germany, madrid, spain, ['france', 'spain', 'relations', 'corsica', 'cuba', 'finland', 'belgium', 'luxembourg', 'provence', 'seville']
berlin, germany, moscow, russia, ['russia', 'france', 'ussr', 'vichy', 'belarus', 'tsarist', 'cuba', 'lenin', 'mannheim', 'petrograd']
berlin, germany, oslo, norway, ['belgium', 'norway', 'yes', 'switzerland', 'finland', 'corsica', 'turkey', 'sweden', 'poland', 'italy']
berlin, germany, ottawa, canada, ['canada', 'united', 'neighboring', 'biodiversity', 'intervened', 'corsica', 'switzerland', 'iberian', 'countries', 'kalmar']
berlin, germany, paris, france, ['france', 'indochina', 'vichy', 'spain', 'ingolstadt', 'italy', 'anatole', 'switzerland', 'darmstadt', 'belgium']
berlin, germany, rome, italy, ['italy', 'spain', 'carthage', 'hitler', 'france', 'emperor', 'babylonia', 'greece', 'russia', 'britain']
berlin, germany, stockholm, sweden, ['sweden', 'denmark', 'belgium', 'switzerland', 'finland', 'burma', 'norway', 'france', 'portugal', 'estonia']
berlin, germany, tehran, iran, ['schleswig', 'iran', 'turkey', 'italy', 'switzerland', 'warwickshire', 'chechnya', 'austria', 'netherlands', 'thuringia']
berlin, germany, tokyo, japan, ['japan', 'nihon', 'telecommunication', 'osaka', 'darmstadt', 'belgium', 'france', 'singapore', 'russia', 'taiwan']
berlin, germany, athens, greece, ['greece', 'carthage', 'turkey', 'finland', 'afghanistan', 'italy', 'denmark', 'britain', 'babylonia', 'kingdom']
berlin, germany, baghdad, iraq, ['spain', 'france', 'finland', 'cambodia', 'corsica', 'nazi', 'greece', 'hitler', 'seville', 'chechen']
berlin, germany, bangkok, thailand, ['williamite', 'chaco', 'algeria', 'countries', 'crimean', 'culminating', 'postwar', 'oceanian', 'haryana', 'revivals']
berlin, germany, beijing, china, ['cambodia', 'greece', 'albania', 'neighboring', 'morocco', 'algeria', 'belgium', 'estonia', 'afghanistan', 'cornwall']
bern, switzerland, cairo, egypt, ['greece', 'italy', 'turkey', 'finland', 'belgium', 'germany', 'austria', 'egypt', 'belarus', 'crete']
bern, switzerland, canberra, australia, ['belgium', 'austria', 'italy', 'germany', 'corsica', 'netherlands', 'france', 'denmark', 'southwestern', 'reunification']
bern, switzerland, hanoi, vietnam, ['italy', 'turkey', 'romania', 'belgium', 'hungary', 'germany', 'greece', 'austria', 'sweden', 'anterselva']
bern, switzerland, havana, cuba, ['cuba', 'turkey', 'hungary', 'finland', 'italy', 'iran', 'afghanistan', 'greece', 'iraq', 'libya']
bern, switzerland, helsinki, finland, ['finland', 'sweden', 'klm', 'belgium', 'denmark', 'kyrgyzstan', 'corsica', 'norway', 'hertfordshire', 'austria']
bern, switzerland, islamabad, pakistan, ['innsbruck', 'austria', 'belgium', 'petsamo', 'dieppe', 'italy', 'corsica', 'homonyms', 'tahiti', 'turkey']
bern, switzerland, kabul, afghanistan, ['italy', 'austria', 'greece', 'syria', 'turkey', 'afghanistan', 'sicily', 'bonn', 'germany', 'carthage']
bern, switzerland, london, england, ['bonn', 'italy', 'rouen', 'southampton', 'cassell', 'uk', 'portsmouth', 'washington', 'leipzig', 'hertfordshire']
bern, switzerland, madrid, spain, ['corsica', 'belgium', 'austria', 'finland', 'luxembourg', 'france', 'sicily', 'spain', 'seville', 'norway']
bern, switzerland, moscow, russia, ['austria', 'belarus', 'crete', 'greece', 'germany', 'russia', 'vienna', 'bonn', 'cyprus', 'italy']
bern, switzerland, oslo, norway, ['norway', 'bonn', 'sweden', 'belgium', 'italy', 'yes', 'austria', 'turkey', 'accords', 'finland']
bern, switzerland, ottawa, canada, ['ontario', 'northeastern', 'corsica', 'belgium', 'belarus', 'sudan', 'saskatchewan', 'canada', 'italy', 'vienna']
bern, switzerland, paris, france, ['france', 'italy', 'austria', 'germany', 'bologna', 'belgium', 'rouen', 'florence', 'bonn', 'calais']
bern, switzerland, rome, italy, ['italy', 'austria', 'greece', 'germany', 'carthage', 'turkey', 'bonn', 'bologna', 'sparta', 'rouen']
bern, switzerland, stockholm, sweden, ['sweden', 'norway', 'denmark', 'belgium', 'hertfordshire', 'turkey', 'italy', 'austria', 'finland', 'bonn']
bern, switzerland, tehran, iran, ['iran', 'italy', 'turkey', 'austria', 'innsbruck', 'aviv', 'greece', 'hertfordshire', 'isfahan', 'bonn']
bern, switzerland, tokyo, japan, ['italy', 'belgium', 'turkey', 'germany', 'osaka', 'denmark', 'japan', 'greece', 'cyprus', 'austria']
bern, switzerland, athens, greece, ['greece', 'turkey', 'italy', 'hertfordshire', 'austria', 'egypt', 'finland', 'crete', 'cyprus', 'carthage']
bern, switzerland, baghdad, iraq, ['austria', 'germany', 'finland', 'greece', 'italy', 'turkey', 'belgium', 'corsica', 'sicily', 'seville']
bern, switzerland, bangkok, thailand, ['thailand', 'turkey', 'algeria', 'iran', 'erupts', 'tunisia', 'isfahan', 'innsbruck', 'greifswald', 'italy']
bern, switzerland, beijing, china, ['greece', 'cyprus', 'turkey', 'belgium', 'cornwall', 'mainland', 'iran', 'belarus', 'djibouti', 'estonia']
bern, switzerland, berlin, germany, ['germany', 'italy', 'austria', 'bonn', 'turkey', 'southern', 'greece', 'belgium', 'northern', 'cyprus']
cairo, egypt, canberra, australia, ['cheyenne', 'northern', 'tyrol', 'samaria', 'southern', 'rhineland', 'transvaal', 'sai', 'mississippi', 'bangui']
cairo, egypt, hanoi, vietnam, ['superfluidity', 'vojvodina', 'bohemia', 'saarland', 'mysteries', 'nikolaevna', 'munster', 'murmansk', 'konya', 'friendships']
cairo, egypt, havana, cuba, ['afghanistan', 'cuba', 'iraq', 'jordan', 'kuwait', 'israel', 'lebanon', 'syria', 'iran', 'czechoslovakia']
cairo, egypt, helsinki, finland, ['mississippi', 'jordan', 'peru', 'kyrgyzstan', 'kent', 'amman', 'alabama', 'chile', 'chung', 'whitehead']
cairo, egypt, islamabad, pakistan, ['konya', 'saarland', 'jaipur', 'friesland', 'dagestan', 'fallujah', 'hamadan', 'lugano', 'jiangsu', 'muskegon']
cairo, egypt, kabul, afghanistan, ['afghanistan', 'syria', 'kandahar', 'mesopotamia', 'persia', 'athens', 'babylonia', 'gaul', 'prague', 'rajasthan']
cairo, egypt, london, england, ['washington', 'hodder', 'faber', 'cassell', 'alcuin', 'midland', 'hudson', 'francisco', 'pergamon', 'canaan']
cairo, egypt, madrid, spain, ['saussure', 'chile', 'amman', 'weimar', 'cid', 'peru', 'colombia', 'santiago', 'ecuador', 'guadalupe']
cairo, egypt, moscow, russia, ['kabul', 'prague', 'petersburg', 'tsarist', 'najibullah', 'ptolemaic', 'athens', 'hirohito', 'afghanistan', 'aurangzeb']
cairo, egypt, oslo, norway, ['accords', 'mesopotamia', 'persia', 'eichmann', 'abdicates', 'escorial', 'medina', 'litani', 'conquers', 'heraclius']
cairo, egypt, ottawa, canada, ['ontario', 'saskatchewan', 'allegheny', 'hemisphere', 'mie', 'northeastern', 'dakota', 'punjab', 'sacramento', 'syria']
cairo, egypt, paris, france, ['conservatoire', 'marne', 'francisco', 'ber', 'abdicates', 'rejoined', 'oxus', 'cartagena', 'laval', 'stefano']
cairo, egypt, rome, italy, ['persia', 'gaul', 'emperor', 'charlemagne', 'heraclius', 'caesar', 'babylonia', 'hannibal', 'mughal', 'caligula']
cairo, egypt, stockholm, sweden, ['sweden', 'sofia', 'hertfordshire', 'bulgaria', 'abdicates', 'jehoram', 'peru', 'jordan', 'burma', 'syria']
cairo, egypt, tehran, iran, ['iran', 'mesopotamia', 'manchuria', 'persia', 'aviv', 'afghanistan', 'kermanshah', 'eretz', 'syria', 'abyssinia']
cairo, egypt, tokyo, japan, ['nagoya', 'japan', 'korea', 'taiwan', 'gyeonggi', 'chungcheong', 'tyrol', 'chung', 'afghanistan', 'busan']
cairo, egypt, athens, greece, ['mesopotamia', 'persia', 'gaul', 'greece', 'afghanistan', 'medina', 'syria', 'predynastic', 'babylonia', 'kabul']
cairo, egypt, baghdad, iraq, ['persia', 'afghanistan', 'iraq', 'saddam', 'mesopotamia', 'kuwait', 'invaded', 'babylonia', 'carthage', 'prussia']
cairo, egypt, bangkok, thailand, ['vauxhall', 'niels', 'intelligencer', 'chaco', 'hearn', 'peninsular', 'lafcadio', 'gniezno', 'macias', 'togo']
cairo, egypt, beijing, china, ['mesopotamia', 'afghanistan', 'melilla', 'timor', 'greenland', 'dublin', 'maharashtra', 'constellation', 'syria', 'gaul']
cairo, egypt, berlin, germany, ['lothian', 'northern', 'charlottenburg', 'east', 'occupied', 'mesopotamia', 'khuzestan', 'province', 'southern', 'tennessee']
cairo, egypt, bern, switzerland, ['rajasthan', 'dubrovnik', 'lusitania', 'dreyfus', 'goryeo', 'dalriada', 'tijuana', 'rsfsr', 'trebizond', 'alba']
canberra, australia, hanoi, vietnam, ['brno', 'bohemia', 'konya', 'oxfordshire', 'vampire', 'murmansk', 'honshu', 'swansea', 'slovakia', 'polyphony']
canberra, australia, havana, cuba, ['cuba', 'indonesia', 'botswana', 'malaysia', 'mongolia', 'kyrgyzstan', 'china', 'superman', 'taiwan', 'suriname']
canberra, australia, helsinki, finland, ['kyrgyzstan', 'greenland', 'botswana', 'alabama', 'alberta', 'sydney', 'indonesia', 'tasmania', 'malaysia', 'singapore']
canberra, australia, islamabad, pakistan, ['konya', 'buckinghamshire', 'joual', 'dieppe', 'muskegon', 'abilene', 'lahore', 'yunnan', 'henan', 'tarragona']
canberra, australia, kabul, afghanistan, ['tasmania', 'greenland', 'egypt', 'prague', 'afghanistan', 'zimbabwe', 'jamaica', 'victoria', 'ussr', 'indonesia']
canberra, australia, london, england, ['carver', 'faber', 'washington', 'cassell', 'york', 'gloucestershire', 'routledge', 'macmillan', 'bfi', 'boroughs']
canberra, australia, madrid, spain, ['mozambique', 'brazil', 'chile', 'ecuador', 'moldova', 'colombia', 'nauru', 'honduras', 'argentina', 'bolivia']
canberra, australia, moscow, russia, ['minnesota', 'victoria', 'indira', 'minneapolis', 'indonesia', 'abilene', 'tsarist', 'china', 'prague', 'petersburg']
canberra, australia, oslo, norway, ['norway', 'zambia', 'zimbabwe', 'tanzania', 'copenhagen', 'namibia', 'mozambique', 'sweden', 'lithuania', 'latvia']
canberra, australia, ottawa, canada, ['canada', 'saskatchewan', 'sydney', 'singapore', 'tasmania', 'toronto', 'ontario', 'melbourne', 'dakota', 'venezuela']
canberra, australia, paris, france, ['lincolnshire', 'france', 'ingolstadt', 'visited', 'victoria', 'pete', 'commune', 'brazil', 'england', 'tasmania']
canberra, australia, rome, italy, ['charlemagne', 'gaul', 'emperor', 'sparta', 'hezekiah', 'claudius', 'visited', 'judah', 'egypt', 'babylon']
canberra, australia, stockholm, sweden, ['sweden', 'tasmania', 'denmark', 'copenhagen', 'norway', 'lois', 'minneapolis', 'burma', 'kyrgyzstan', 'rwanda']
canberra, australia, tehran, iran, ['warwickshire', 'indonesia', 'iran', 'wuhan', 'konya', 'universiti', 'graz', 'sydney', 'japan', 'tasmania']
canberra, australia, tokyo, japan, ['japan', 'indonesia', 'sydney', 'tasmania', 'taiwan', 'osaka', 'singapore', 'malaysia', 'bahasa', 'korea']
canberra, australia, athens, greece, ['greece', 'egypt', 'iceland', 'indonesia', 'greenland', 'sparta', 'gaul', 'hertfordshire', 'lincolnshire', 'morocco']
canberra, australia, baghdad, iraq, ['indonesia', 'bahrain', 'mongolia', 'zimbabwe', 'cambodia', 'malaysia', 'mozambique', 'iceland', 'trotsky', 'botswana']
canberra, australia, bangkok, thailand, ['thailand', 'uae', 'uruguay', 'dulles', 'mathematica', 'williamite', 'venezuela', 'ecuadorean', 'wildstorm', 'revivals']
canberra, australia, beijing, china, ['cornwall', 'greenland', 'indonesia', 'mongolia', 'china', 'montreal', 'myanmar', 'alberta', 'angola', 'bahasa']
canberra, australia, berlin, germany, ['indonesia', 'tasmania', 'irving', 'iceland', 'zimbabwe', 'lechuck', 'downtown', 'sydney', 'indira', 'west']
canberra, australia, bern, switzerland, ['tasmania', 'queensland', 'township', 'wales', 'paran', 'holland', 'vermont', 'zaire', 'buckinghamshire', 'hartford']
canberra, australia, cairo, egypt, ['morocco', 'bahrain', 'botswana', 'egypt', 'visited', 'indonesia', 'greenland', 'zimbabwe', 'greece', 'iceland']
hanoi, vietnam, havana, cuba, ['cuba', 'iraq', 'korea', 'cambodia', 'vietnamese', 'invade', 'mexico', 'kuwait', 'jordan', 'afghanistan']
hanoi, vietnam, helsinki, finland, ['korea', 'mexico', 'botswana', 'cambodia', 'kyrgyzstan', 'cuba', 'greenland', 'klm', 'america', 'chile']
